frame,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
0,605.4156494140625,302.9351501464844,620.2328491210938,293.1985778808594,594.21337890625,294.0183410644531,640.8682861328125,298.8106384277344,579.6309204101562,298.8088073730469,650.2120971679688,334.53289794921875,569.4385375976562,334.6998596191406,690.96044921875,249.56988525390625,539.830078125,247.80035400390625,702.489013671875,157.88064575195312,520.5098876953125,164.46900939941406,638.0899658203125,513.9119873046875,577.1259155273438,514.1654052734375,636.8167724609375,627.6350708007812,543.0489501953125,629.237548828125,675.650634765625,685.154052734375,563.9332275390625,685.4638671875
1,606.837158203125,297.59796142578125,621.82666015625,288.62823486328125,595.7572631835938,289.07763671875,642.2233276367188,296.8950500488281,581.0040893554688,296.0561828613281,650.8969116210938,334.6455078125,569.7098999023438,333.837646484375,692.1405029296875,249.9202880859375,539.99072265625,246.46929931640625,702.4349975585938,157.88262939453125,520.8287963867188,163.7676544189453,637.736083984375,512.0059814453125,576.5697021484375,512.1095581054688,637.7462768554688,627.2193603515625,543.6387329101562,630.023681640625,675.9129638671875,684.7172241210938,564.0281982421875,687.8653564453125
2,606.1271362304688,289.7355041503906,621.8389282226562,282.224853515625,596.8474731445312,281.3224182128906,643.5792236328125,293.2413024902344,585.26513671875,289.2756042480469,652.1755981445312,332.0587463378906,570.4675903320312,328.9846496582031,692.1676635742188,252.66525268554688,537.3484497070312,248.63339233398438,705.69873046875,159.0981903076172,520.3124389648438,164.49168395996094,636.843017578125,509.9212646484375,575.5203247070312,509.165283203125,639.1006469726562,628.4461059570312,544.175048828125,630.1992797851562,674.780029296875,687.4329223632812,564.613525390625,690.4401245117188
3,608.6912841796875,285.0356750488281,624.9003295898438,277.14947509765625,599.136962890625,276.0691833496094,646.5100708007812,286.99072265625,586.362060546875,282.39013671875,653.6703491210938,324.94293212890625,570.552978515625,321.4505920410156,693.226806640625,250.702880859375,536.7092895507812,246.76318359375,709.3428955078125,158.21559143066406,520.3766479492188,164.81936645507812,638.3369140625,504.292236328125,576.2269897460938,503.64227294921875,638.9110107421875,623.4525756835938,544.9688720703125,625.9747924804688,673.8470458984375,684.089111328125,566.7042846679688,688.76904296875
4,610.8004760742188,276.77191162109375,626.5438232421875,270.6832275390625,602.4466552734375,269.4423522949219,646.7303466796875,283.0050048828125,590.5214233398438,278.51397705078125,659.4022216796875,318.333740234375,568.9714965820312,319.0035400390625,700.3270874023438,248.3240966796875,538.2637329101562,252.1458740234375,707.2064208984375,161.2215576171875,521.2244262695312,169.54754638671875,639.943603515625,497.450439453125,575.7356567382812,497.5660400390625,631.940673828125,625.2471923828125,552.031494140625,628.35595703125,659.1357421875,693.9653930664062,584.8978881835938,700.76171875
5,612.238037109375,270.96533203125,627.94189453125,264.9475402832031,604.5032348632812,263.54302978515625,649.1234741210938,277.31280517578125,594.2208251953125,272.23443603515625,660.0150146484375,314.10589599609375,571.5966796875,312.6384582519531,701.091064453125,243.60723876953125,532.593017578125,244.27700805664062,711.2601318359375,157.76455688476562,519.165771484375,161.87521362304688,637.421142578125,491.355712890625,574.1392211914062,491.25054931640625,635.2972412109375,612.0244140625,548.7603149414062,616.5115966796875,662.595947265625,683.6943969726562,574.7539672851562,691.716552734375
6,613.3606567382812,261.7230529785156,629.378173828125,257.700927734375,605.3802490234375,254.94406127929688,650.7907104492188,272.9884338378906,595.5540161132812,266.30340576171875,666.0637817382812,311.99853515625,570.8678588867188,311.5280456542969,705.0330810546875,243.38803100585938,530.3853149414062,248.13064575195312,703.0699462890625,152.62432861328125,516.9244384765625,159.86074829101562,639.9834594726562,488.871826171875,575.7140502929688,487.9591064453125,636.8297119140625,615.9082641601562,558.5569458007812,616.4660034179688,644.4674682617188,684.8787841796875,582.6565551757812,689.2769165039062
7,614.8702392578125,253.51971435546875,630.611572265625,248.91754150390625,607.0767211914062,246.35223388671875,652.9854125976562,263.390625,598.9148559570312,257.62158203125,671.7590942382812,305.5770263671875,571.5703735351562,306.0349426269531,711.1996459960938,239.58740234375,525.49072265625,247.9754638671875,706.6492919921875,149.06625366210938,516.936767578125,160.1744384765625,640.0393676757812,484.5358581542969,573.8377075195312,483.3445129394531,639.158447265625,612.1614990234375,561.79345703125,610.8452758789062,638.823486328125,681.9717407226562,581.5098266601562,683.1599731445312
8,617.9387817382812,248.04690551757812,632.9254760742188,243.6239013671875,610.2725219726562,241.9075927734375,652.74365234375,261.44549560546875,600.0394287109375,256.2012634277344,670.789794921875,304.3744201660156,569.57861328125,301.4006042480469,713.4281005859375,242.50811767578125,522.5750732421875,240.31512451171875,713.8048095703125,155.9647979736328,517.2236328125,158.34982299804688,642.5241088867188,478.0419921875,573.7477416992188,476.587646484375,634.2365112304688,597.4628295898438,551.5933837890625,599.3255004882812,651.8344116210938,678.1234130859375,580.3973999023438,682.62548828125
9,618.4083862304688,238.65621948242188,632.3380737304688,235.41128540039062,610.8600463867188,233.26266479492188,651.68994140625,253.9510498046875,0.0,0.0,669.8150634765625,301.86737060546875,573.453857421875,298.7058410644531,714.7392578125,243.096923828125,520.2689819335938,241.46780395507812,709.9063720703125,157.24012756347656,517.0989990234375,155.39266967773438,640.0071411132812,475.62274169921875,575.4932861328125,474.65020751953125,640.861083984375,591.1190185546875,554.8607788085938,595.0747680664062,655.1113891601562,670.8622436523438,572.7483520507812,677.31884765625
