frame,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
0,494.3434753417969,633.5161743164062,476.3509216308594,596.8297119140625,487.1827087402344,628.6829223632812,524.6592407226562,509.5320739746094,0.0,0.0,642.314453125,485.4169006347656,673.4595947265625,558.68017578125,693.6641235351562,745.8085327148438,714.17138671875,805.5444946289062,575.2647094726562,974.8414916992188,0.0,0.0,1103.5321044921875,510.8555603027344,1113.0780029296875,586.4491577148438,1378.172607421875,659.65966796875,1398.595947265625,734.0374145507812,0.0,0.0,0.0,0.0
1,492.9133605957031,633.3035888671875,475.51263427734375,596.4176635742188,487.77850341796875,628.3675537109375,526.1432495117188,508.7622375488281,0.0,0.0,646.7722778320312,485.051513671875,672.25927734375,559.830078125,697.52294921875,738.010986328125,711.7640991210938,802.4859619140625,584.5801391601562,953.250244140625,638.1094970703125,1076.95947265625,1103.7066650390625,521.7843017578125,1110.322265625,597.5828247070312,1373.2642822265625,651.2952270507812,1389.433349609375,724.8935546875,1763.68798828125,781.2415161132812,0.0,0.0
2,495.511962890625,633.8289184570312,477.6057434082031,594.9105834960938,487.98699951171875,629.3367309570312,528.3555908203125,504.7457275390625,0.0,0.0,647.3148193359375,482.3724060058594,674.8070678710938,560.1650390625,693.9407958984375,740.3175659179688,712.2200927734375,803.1625366210938,585.2199096679688,960.8906860351562,637.0830688476562,1080.0,1106.1939697265625,521.3203125,1114.340576171875,599.1876831054688,1372.662353515625,651.5643310546875,1393.4622802734375,728.368896484375,0.0,0.0,0.0,0.0
3,497.40777587890625,631.6708374023438,479.4114990234375,594.5479125976562,491.0378723144531,626.4611206054688,528.1885986328125,505.19488525390625,0.0,0.0,648.821044921875,483.4351501464844,669.1549682617188,557.0978393554688,695.2489013671875,744.9816284179688,703.0919189453125,803.0905151367188,588.0077514648438,961.0761108398438,0.0,0.0,1108.368408203125,522.40869140625,1112.2481689453125,599.0335693359375,1388.4217529296875,665.5770263671875,1403.09521484375,740.8372192382812,0.0,0.0,0.0,0.0
4,495.8606262207031,632.2255859375,478.7301025390625,596.7951049804688,0.0,0.0,529.397216796875,510.55462646484375,0.0,0.0,648.4165649414062,487.38299560546875,665.2601318359375,550.0933227539062,704.5587158203125,745.8377075195312,707.0452270507812,787.0558471679688,592.9585571289062,942.5930786132812,0.0,0.0,1106.31298828125,504.9249572753906,1107.7342529296875,576.9109497070312,1405.888916015625,667.3812255859375,1415.017578125,734.0758666992188,0.0,0.0,0.0,0.0
5,494.6404724121094,631.8923950195312,477.342529296875,596.2899169921875,0.0,0.0,528.7974853515625,510.48468017578125,0.0,0.0,648.8543701171875,487.2979431152344,665.6500854492188,551.490234375,706.50830078125,745.1856689453125,707.8099365234375,788.0234985351562,593.8233032226562,940.4930419921875,0.0,0.0,1104.1929931640625,505.576904296875,1105.5201416015625,577.8839721679688,1402.92919921875,669.2646484375,1413.2664794921875,736.78662109375,0.0,0.0,0.0,0.0
6,495.7458190917969,629.9816284179688,478.6138916015625,594.6173095703125,0.0,0.0,529.3653564453125,510.11279296875,0.0,0.0,648.1907348632812,487.4169006347656,662.8507690429688,552.2054443359375,710.02294921875,743.0282592773438,708.0858764648438,787.0990600585938,597.4720458984375,933.0243530273438,0.0,0.0,1100.8077392578125,507.906494140625,1101.2197265625,580.8240966796875,1408.2335205078125,670.83251953125,1418.8076171875,738.51806640625,0.0,0.0,0.0,0.0
7,496.552001953125,630.7003173828125,478.6253662109375,592.8920288085938,487.8809814453125,626.8551635742188,530.02197265625,506.4121398925781,0.0,0.0,649.2103271484375,485.20086669921875,666.4315185546875,560.331787109375,709.4896240234375,744.3772583007812,709.9188232421875,800.7233276367188,595.2791748046875,937.90234375,0.0,0.0,1094.321044921875,518.0681762695312,1096.482177734375,595.4534912109375,1385.03759765625,661.8348388671875,1402.8175048828125,738.8389892578125,0.0,0.0,0.0,0.0
8,496.6617736816406,633.1513061523438,480.2230529785156,596.86376953125,0.0,0.0,533.0191040039062,511.2298278808594,0.0,0.0,648.3529052734375,489.8936462402344,674.1971435546875,551.99658203125,699.701171875,751.7794189453125,712.4317626953125,787.8251953125,588.9978637695312,946.9055786132812,0.0,0.0,1097.2542724609375,518.7149047851562,1104.08740234375,589.9618530273438,1381.2122802734375,658.65380859375,1397.681884765625,726.7523803710938,0.0,0.0,0.0,0.0
9,495.4324035644531,634.6001586914062,479.9021301269531,599.5918579101562,0.0,0.0,534.5646362304688,512.4034423828125,0.0,0.0,652.0714111328125,492.7467956542969,677.614990234375,543.3515625,694.2183837890625,766.817138671875,710.7656860351562,788.9166870117188,580.6484985351562,958.177734375,0.0,0.0,1111.074462890625,520.7113037109375,1117.34619140625,586.5850219726562,1403.950927734375,676.352294921875,1412.312744140625,734.3994140625,0.0,0.0,0.0,0.0
