frame,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
0,1468.8531494140625,440.11279296875,1486.0743408203125,433.7744140625,1471.3460693359375,405.5943908691406,0.0,0.0,1396.670654296875,358.8402404785156,1327.0433349609375,460.4086608886719,1191.9764404296875,371.7111511230469,1220.154052734375,653.9296875,1031.1798095703125,525.4392700195312,1157.3907470703125,887.879150390625,1015.7039794921875,731.6262817382812,903.4828491210938,579.5255126953125,767.9087524414062,516.8515625,959.0425415039062,690.740478515625,575.3778076171875,627.6097412109375,791.159423828125,739.9747924804688,209.2401580810547,698.7218627929688
1,1461.9075927734375,449.84027099609375,1479.6961669921875,441.548583984375,1464.6690673828125,420.9544372558594,0.0,0.0,1397.284423828125,378.1249694824219,1332.0443115234375,454.7546081542969,1194.1722412109375,398.1719055175781,1226.5562744140625,635.4049072265625,1022.8138427734375,570.5028076171875,1170.0296630859375,869.7202758789062,1011.3171997070312,809.6890869140625,887.2153930664062,569.1387329101562,761.8060913085938,519.876220703125,844.7371826171875,699.9630126953125,554.3197631835938,665.1968994140625,665.6707153320312,720.1600341796875,236.87750244140625,710.4116821289062
2,1517.8873291015625,490.2496032714844,0.0,0.0,1538.004638671875,452.822021484375,0.0,0.0,1485.0858154296875,378.1086730957031,1315.8194580078125,457.5096130371094,1243.6148681640625,387.9336853027344,1173.553955078125,622.0745239257812,986.0072631835938,573.8007202148438,1172.3331298828125,815.2000122070312,942.4810180664062,836.370849609375,842.2728881835938,549.8593139648438,778.276611328125,494.75738525390625,853.5093994140625,735.003662109375,627.3466796875,673.75634765625,695.7793579101562,810.2510375976562,362.0111389160156,772.5615844726562
3,1525.4278564453125,500.3603210449219,0.0,0.0,1539.0333251953125,462.84063720703125,0.0,0.0,1480.5609130859375,391.9314880371094,1335.3660888671875,468.7192687988281,1249.6878662109375,398.4620361328125,1173.7818603515625,636.6719360351562,990.5300903320312,581.0938720703125,1172.81884765625,814.1932983398438,948.0321044921875,830.9102783203125,871.8773803710938,542.3687133789062,797.0376586914062,487.7861328125,876.9533081054688,739.4478759765625,630.7510986328125,678.6328735351562,719.8336181640625,801.1267700195312,356.9070739746094,761.9764404296875
4,1535.4498291015625,513.7306518554688,0.0,0.0,1546.85498046875,475.9433288574219,0.0,0.0,1482.0120849609375,408.36651611328125,1335.4962158203125,488.6356506347656,1252.995849609375,414.71044921875,1173.2264404296875,650.4006958007812,988.944091796875,586.5194091796875,1172.3026123046875,814.969482421875,942.9756469726562,836.7409057617188,859.5633544921875,556.4693603515625,787.7969970703125,499.44415283203125,839.2348022460938,758.6532592773438,616.3309326171875,699.625,665.4384155273438,808.8074340820312,333.0681457519531,774.0296630859375
5,1540.733642578125,530.0143432617188,0.0,0.0,1556.6763916015625,493.6146545410156,0.0,0.0,1500.30517578125,420.4647216796875,1344.9886474609375,501.7881774902344,1276.1490478515625,427.82318115234375,1184.1044921875,648.9563598632812,1000.1341552734375,595.3800659179688,1174.868896484375,821.7566528320312,951.0775146484375,828.5165405273438,845.077392578125,571.5546875,798.9296875,505.814208984375,710.6923828125,760.1351318359375,604.804443359375,691.0037841796875,432.21270751953125,812.7390747070312,300.51904296875,765.1843872070312
6,1544.9912109375,541.2498779296875,0.0,0.0,1560.796630859375,506.2577819824219,0.0,0.0,1504.4100341796875,435.00421142578125,1339.7308349609375,506.860107421875,1294.16357421875,443.68389892578125,1178.535400390625,658.345947265625,1018.7538452148438,617.9767456054688,1174.5399169921875,823.6034545898438,946.7545166015625,826.8552856445312,840.451171875,569.180419921875,813.3131713867188,504.6208190917969,661.350341796875,748.5172119140625,598.97021484375,682.064208984375,372.9310302734375,819.4871215820312,288.6708068847656,770.433349609375
7,1557.4669189453125,558.6280517578125,1571.5228271484375,550.7916870117188,1574.0859375,523.5001220703125,0.0,0.0,1517.7286376953125,457.43438720703125,1349.294677734375,538.2302856445312,1304.302001953125,463.5226135253906,1184.17529296875,678.2484741210938,1025.8992919921875,618.8534545898438,1176.27294921875,830.193603515625,962.5827026367188,824.5803833007812,847.1722412109375,586.606689453125,814.0900268554688,516.6630859375,698.672119140625,768.6702270507812,590.4508666992188,692.2794189453125,415.18426513671875,828.6708984375,252.21148681640625,767.6212158203125
8,1582.567138671875,564.7249145507812,0.0,0.0,1596.6593017578125,531.7794189453125,0.0,0.0,1534.5936279296875,468.3006591796875,1364.7535400390625,539.3970947265625,1309.7926025390625,469.5228271484375,1187.2305908203125,673.5269775390625,1006.581298828125,617.66455078125,1175.353515625,823.9049072265625,951.3570556640625,826.1414794921875,843.4019165039062,590.888916015625,808.5150756835938,521.1387329101562,644.7308349609375,770.83837890625,570.7055053710938,692.902099609375,345.9208679199219,824.4576416015625,230.580322265625,753.0982055664062
9,1586.234619140625,587.40673828125,0.0,0.0,1603.4205322265625,554.0473022460938,0.0,0.0,1546.038330078125,485.98260498046875,1368.2421875,566.1189575195312,1327.73291015625,483.4250793457031,1188.726318359375,694.6534423828125,1011.5037231445312,619.6608276367188,1172.3062744140625,830.6647338867188,947.0066528320312,823.3053588867188,840.2889404296875,609.8005981445312,822.4929809570312,530.9674072265625,579.9304809570312,780.2218017578125,569.1988525390625,696.0321655273438,229.19769287109375,823.9768676757812,217.8314208984375,752.3128662109375
