frame,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
0,374.2287902832031,33.49052810668945,385.3058166503906,23.220199584960938,361.44610595703125,23.89954376220703,400.9950256347656,33.50613784790039,343.8636474609375,34.349143981933594,422.57073974609375,104.99176025390625,329.10992431640625,103.62698364257812,429.3924255371094,179.6329803466797,324.5735778808594,168.44752502441406,373.7555847167969,142.220703125,350.272216796875,121.54083251953125,420.8692321777344,287.0831604003906,359.6746826171875,288.4318542480469,426.1178283691406,439.0159606933594,390.09130859375,441.7337951660156,432.3343811035156,569.724853515625,417.3578186035156,575.1619262695312
1,373.4053649902344,33.170265197753906,384.0716247558594,23.201602935791016,361.4393310546875,23.587200164794922,396.61871337890625,34.217124938964844,343.64849853515625,35.198753356933594,416.1255798339844,104.05913543701172,329.6228332519531,103.45475006103516,430.0159606933594,178.8380584716797,333.79486083984375,163.7325897216797,379.2400817871094,133.9091339111328,375.3036193847656,106.67179870605469,413.8830871582031,277.9043884277344,356.3515319824219,279.20904541015625,418.3997802734375,433.22149658203125,379.83197021484375,433.96795654296875,431.5397033691406,566.2867431640625,406.8783874511719,565.5023193359375
2,373.53515625,32.40699005126953,384.8785400390625,22.103382110595703,360.82763671875,22.586746215820312,401.01910400390625,31.807971954345703,343.0528869628906,32.37770462036133,422.4262390136719,101.92057800292969,325.5513610839844,99.63787078857422,433.9563903808594,172.8605499267578,317.10711669921875,167.348388671875,380.1651916503906,122.90106201171875,348.7519836425781,131.67332458496094,415.8631896972656,281.4560241699219,352.4496154785156,282.2660827636719,422.816650390625,436.31231689453125,385.8352966308594,437.1960754394531,434.90093994140625,570.468505859375,415.9832458496094,572.721923828125
3,373.4894714355469,32.96842575073242,384.9996032714844,22.880882263183594,361.27569580078125,23.544410705566406,401.860107421875,32.97496032714844,346.0484313964844,33.93833541870117,424.1304931640625,102.84768676757812,330.65704345703125,101.7861099243164,432.6908874511719,168.16590881347656,328.3450622558594,161.9588623046875,379.9059143066406,118.88638305664062,370.0220947265625,111.14962768554688,419.54217529296875,285.66259765625,357.91400146484375,286.9700622558594,424.5573425292969,439.3826599121094,388.0856628417969,440.8428039550781,436.3721008300781,575.5618286132812,418.17620849609375,577.6066284179688
4,374.5704345703125,33.17812728881836,385.5443115234375,22.925491333007812,361.9556579589844,23.807727813720703,401.6968078613281,32.98503112792969,345.8170471191406,34.47092056274414,425.2413024902344,103.92581176757812,332.7837829589844,103.23898315429688,438.169921875,173.14764404296875,338.6578063964844,163.12376403808594,386.4825439453125,124.06233215332031,375.6697998046875,101.29718017578125,422.596923828125,288.1818542480469,361.2913818359375,289.4959716796875,430.9693908691406,440.2826843261719,392.35284423828125,441.8112487792969,440.0547180175781,572.1972045898438,419.7708435058594,575.3016967773438
5,376.2878112792969,33.938106536865234,387.31890869140625,23.696022033691406,363.86773681640625,24.17563247680664,400.2317810058594,33.32600784301758,343.4973449707031,34.66777038574219,420.8304748535156,100.11870574951172,325.61346435546875,102.0036392211914,437.6340637207031,171.61770629882812,325.4744567871094,164.48812866210938,379.84503173828125,130.97959899902344,369.7011413574219,118.24928283691406,417.63934326171875,279.2864685058594,353.7108459472656,281.5807800292969,425.43621826171875,438.952880859375,379.6659851074219,440.94097900390625,434.98699951171875,574.4918823242188,404.255126953125,574.0393676757812
6,1550.1961669921875,60.14252471923828,0.0,0.0,1546.0096435546875,46.65568542480469,0.0,0.0,1515.4844970703125,53.34814453125,1467.8753662109375,121.99594116210938,1493.583251953125,126.80120086669922,1447.9195556640625,229.92494201660156,1480.3900146484375,234.13034057617188,0.0,0.0,1506.6851806640625,350.6946716308594,1472.260498046875,319.39947509765625,1484.8729248046875,324.08843994140625,1494.2137451171875,435.23199462890625,1481.6046142578125,449.5135192871094,1473.8013916015625,571.5135498046875,1434.804443359375,599.738525390625
7,1558.1949462890625,61.53893280029297,0.0,0.0,1550.5616455078125,48.356964111328125,0.0,0.0,1514.6845703125,54.95503234863281,1493.104248046875,128.02798461914062,1488.04833984375,132.54159545898438,1485.54736328125,242.0724334716797,1484.2625732421875,250.93045043945312,1529.8851318359375,336.2685241699219,1516.059814453125,365.21246337890625,1481.1883544921875,324.9981994628906,1473.59912109375,331.06695556640625,1509.8033447265625,433.5132751464844,1487.9703369140625,454.5403747558594,1488.0777587890625,559.1239624023438,1447.3370361328125,597.238037109375
8,1562.3240966796875,57.94895553588867,0.0,0.0,1554.1190185546875,44.6927604675293,0.0,0.0,1514.5035400390625,51.91707229614258,1496.8814697265625,129.2803955078125,1493.5433349609375,136.97325134277344,0.0,0.0,1492.0792236328125,247.92897033691406,0.0,0.0,1527.2938232421875,351.8830261230469,1492.843994140625,326.29864501953125,1488.1195068359375,332.8665466308594,1497.5452880859375,463.0912170410156,1481.6185302734375,481.6959228515625,1469.5635986328125,581.6114501953125,1441.8167724609375,612.1138305664062
9,373.9891052246094,33.62274169921875,385.83209228515625,21.318191528320312,362.52386474609375,22.439895629882812,401.8558044433594,28.135528564453125,347.22064208984375,30.187728881835938,423.20794677734375,101.79119110107422,328.0754699707031,103.30689239501953,441.3970642089844,191.23951721191406,318.5583801269531,166.97982788085938,428.0129089355469,189.97073364257812,364.7470703125,111.8737564086914,426.1500549316406,307.40020751953125,362.7799377441406,314.09478759765625,447.5217590332031,483.9104919433594,406.3916931152344,493.1712341308594,465.802490234375,642.0723266601562,440.4844970703125,646.7896728515625
